audio_array|sr|text|duration|count_words|median_pitch|db_voice_volume|db_noise_level
"[ 0.          0.          0.         ... -0.00012207 -0.00073242
 -0.00073242]"|16000|меня интересует длительное пребывание в отеле|4.225625|6|233.53603591844416|-17.103027|-46.51467796020033
"[ 0.          0.          0.         ... -0.0112915  -0.0100708
 -0.01260376]"|16000|установи фильм лесная братва|2.8556875|4|221.21360323197266|-13.468644|-44.76115540746705
[0.         0.         0.         ... 0.00061035 0.00091553 0.00152588]|16000|имеется ли у тебя за молнией с магда|3.7844375|8|204.82544962040544|-12.063722|-49.88894264771478
"[0.00000000e+00 3.05175781e-05 6.10351562e-05 ... 1.19018555e-03
 1.28173828e-03 1.22070312e-03]"|16000|включи фильм нимани|3.7148125|3|189.0030622927565|-19.37335|-47.567802376073715
"[ 0.          0.          0.         ... -0.00018311 -0.00021362
 -0.00042725]"|16000|семь триста сорок семь триста сорок один одиннадцать тридцать девять|7.5460625|10|228.132523590045|-15.0398035|-32.12634525996389
"[-0.00076294 -0.00079346 -0.00061035 ...  0.00732422  0.00881958
  0.00750732]"|16000|посоветуй мне передачу от заката до рассвета на тв|5.36|9|178.09285117532448|-19.05369|-39.02390996479847
"[ 0.00338745  0.00402832  0.00384521 ... -0.00131226 -0.00067139
 -0.00033569]"|16000|часть тридцать четыре сезон три агентов щит|3.85|7|186.03859077375324|-14.276276|-57.307540682806916
"[ 3.05175781e-05  0.00000000e+00  1.52587891e-04 ...  1.22070312e-04
 -2.44140625e-04  9.15527344e-05]"|16000|как распространение коронавируса в россии|3.86|5|190.46666753274093|-15.794702|-31.769881586889145
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 6.10351562e-05 3.05175781e-05]"|16000|заплатить за мобильный сане|4.06|4|186.582636521844|-23.87651|-45.47852124808089
"[ 6.10351562e-05  1.52587891e-04  1.22070312e-04 ...  9.76562500e-04
 -2.83813477e-03 -1.34277344e-03]"|16000|гайратом степановичем|1.98|2|207.61152408404675|-14.454084|-34.60961210538444
[0.         0.         0.         ... 0.00177002 0.00128174 0.00115967]|16000|найди фильм оно два|3.4129375|4|216.23216792932578|-23.753523|-47.005412913120736
"[ 0.00000000e+00 -6.10351562e-05  3.05175781e-05 ...  1.70898438e-03
  2.04467773e-03  2.01416016e-03]"|16000|джой включи здоровое питание|4.74|4|201.50478426328695|-13.022167|-41.016385861008395
[0.         0.         0.         ... 0.00360107 0.00344849 0.00390625]|16000|салют меня необходимо записать в салон на наращивание ресниц в среду|6.5011875|11|215.8354785023223|-13.514118|-50.94790778670154
"[-0.0010376  -0.00057983 -0.00085449 ...  0.0133667   0.01644897
  0.02285767]"|16000|замок химико|1.64825|2|171.11311575723636|-6.8655033|-53.558331604994756
"[-0.00039673 -0.0005188  -0.00067139 ...  0.00131226 -0.00384521
 -0.00454712]"|16000|у тебя найдется киношедевр жанра пеплум|4.114|6|183.69131798388085|-15.575775|-60.61133582278193
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 9.15527344e-05 6.10351562e-05]"|16000|игорь магомедович басун|4.06|3|194.39334273253576|-22.357706|-30.32583040042545
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  6.10351562e-05
  6.10351562e-05  6.10351562e-05]"|16000|конный мир на смотрешке|1.655|4|191.93674234902585|-23.514198|-49.609683468116785
"[ 3.05175781e-05  6.10351562e-05  6.10351562e-05 ... -3.72314453e-03
 -3.57055664e-03 -3.05175781e-03]"|16000|окко фильм|2.3|2|168.70652788320868|-20.512259|-44.31416965481778
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.52587891e-04
 -2.44140625e-04 -6.10351562e-05]"|16000|салют живот беспокоит|3.28|3|201.9743889226808|-20.458426|-31.61796684622109
"[ 0.          0.          0.         ... -0.00436401 -0.00360107
 -0.0032959 ]"|16000|замир анатольевич керимов|2.2519375|3|205.38837453078457|-12.738322|-46.148629012482424
[0.         0.         0.         ... 0.00161743 0.00198364 0.00134277]|16000|масло подсолнечное золотая семечка добавь в корзину|6.45475|7|191.28792740483982|-15.493029|-40.33020983558815
[0.         0.         0.         ... 0.00131226 0.00143433 0.00076294]|16000|афина мурманск территориальный банк|3.4|4|209.29001339828858|-14.269054|-35.32877848505926
"[3.05175781e-05 0.00000000e+00 3.05175781e-05 ... 3.97949219e-02
 3.89404297e-02 4.16564941e-02]"|16000|искать кино атака пауков|2.298375|4|194.2899511490517|-11.819012|-52.4223216606916
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.52587891e-04
 -5.49316406e-04  9.15527344e-05]"|16000|фильм джокер|2.64|2|196.26793094825248|-19.284111|-41.434444176929695
"[ 0.          0.          0.         ... -0.00262451 -0.00210571
 -0.00149536]"|16000|поцелуй и накрась губы|3.2039375|4|194.08171651099647|-14.084026|-57.74563624897276
"[3.38745117e-03 3.87573242e-03 3.69262695e-03 ... 9.15527344e-05
 6.10351562e-05 0.00000000e+00]"|16000|открой двадцать четыре часа|3.08|4|209.169027553373|-14.734906|-48.55008892418435
"[ 0.          0.          0.         ... -0.00167847 -0.00183105
 -0.00210571]"|16000|адрес кедровая|2.48|2|202.84405924360675|-17.891209|-34.6573590326439
[0.         0.         0.         ... 0.00244141 0.00201416 0.00198364]|16000|у тебя есть фильм интерны серия двадцать|3.1575|7|193.46333422110374|-13.889745|-44.83509118953577
"[ 0.00036621  0.00033569  0.00061035 ... -0.003479   -0.00531006
 -0.00274658]"|16000|алиса расскажи все что знаешь про рафтинг в отеле|4.12|9|192.2163254925517|-16.879597|-31.883731194669483
"[ 0.00384521  0.0043335   0.00384521 ... -0.00085449 -0.00082397
 -0.00085449]"|16000|у тебя в загашнике есть сериал фаворит серия одиннадцать|4.488|9|194.49557365197018|-16.683283|-54.02641538965491
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
  3.05175781e-05  3.05175781e-05]"|16000|серия один последний сезон обмани меня|3.8|6|213.8250625354035|-21.419102|-47.11945498210579
"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -4.57763672e-04
  6.10351562e-04  7.62939453e-04]"|16000|кью ай весьма интересно седьмой сезон|3.6|6|195.97341453533573|-17.007301|-32.16356737808444
"[ 3.05175781e-05  0.00000000e+00 -3.05175781e-05 ...  2.19726562e-03
  1.55639648e-03  6.71386719e-04]"|16000|какой ресторан в городе самый дешевый|3.4|6|200.13798031901294|-18.681795|-45.189592314971684
"[ 0.         -0.00012207 -0.00012207 ... -0.00302124 -0.00344849
 -0.00344849]"|16000|триста пятьдесят шесть двадцати шестьдесят крон в австралийских долларах|5.108|9|188.1049806436887|-13.729315|-49.24369303840567
[0.00115967 0.00091553 0.00164795 ... 0.00131226 0.00091553 0.00061035]|16000|продать пятьсот долларов сколько это будет в тенге|4.38|8|188.27549913049077|-16.241737|-33.81324004064634
[0.00360107 0.0039978  0.00360107 ... 0.01794434 0.01766968 0.01525879]|16000|включай третья часть черные комедии|3.41|5|194.93400460725073|-14.015498|-56.39331096756882
"[ 0.          0.          0.         ... -0.00085449 -0.00085449
 -0.00036621]"|16000|повелитель солнца последний сезон эпизод тридцать девять|5.572375|7|216.180876150221|-15.739569|-37.43002421519019
"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ...  6.10351562e-05
  2.13623047e-04  3.05175781e-04]"|16000|местные новости|4.72|2|194.0225643049325|-19.152779|-33.89659729457067
[0.         0.         0.         ... 0.00030518 0.00027466 0.00030518]|16000|обменять или продать белорусские рубли в центробанке|3.96|7|201.19645287575815|-15.592055|-52.73727780312276
[0.00177002 0.00198364 0.00180054 ... 0.00097656 0.0055542  0.00534058]|16000|лев выведи мне|2.96|3|195.45328776992955|-20.201872|-30.083031555467315
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.83105469e-04
 -1.83105469e-04  9.15527344e-05]"|16000|покажи текст песни|2.01975|3|189.36213125136817|-15.500111|-42.693925534277206
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
 -3.05175781e-05  0.00000000e+00]"|16000|можешь показать неуправляемый занос|3.0|4|197.4642891532455|-12.188448|-42.27712137219192
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
 -6.10351562e-05 -6.10351562e-05]"|16000|футбол английской премьер лиги ньюкасл против челси|4.22|7|196.57867727357115|-19.73421|-35.18508950918923
[0.0012207  0.00180054 0.00140381 ... 0.03747559 0.04000854 0.03433228]|16000|закажи чипсы лейс среднюю упаковку с грибами и зеленью|10.3789375|9|194.78208973979204|-10.399058|-48.53093850468783
"[ 0.          0.          0.         ...  0.0005188  -0.00024414
 -0.0007019 ]"|16000|серия девять третий сезон шоу грань|4.1530625|6|200.87410179918913|-14.434154|-44.12843755203776
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
  2.74658203e-04 -6.10351562e-05]"|16000|последняя серия четвертого сезона сериала реальные пацаны|5.7349375|7|204.6939172817696|-19.31448|-31.00772123229565
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 9.15527344e-05 3.05175781e-05]"|16000|у тебя в запасе есть страна чудес смертников|4.22|8|206.20276094679417|-23.60461|-30.76001833781649
"[-3.05175781e-05 -3.66210938e-04 -4.57763672e-04 ...  5.09643555e-03
 -3.02124023e-03  3.35693359e-04]"|16000|невероятные приключения алины|3.14|3|190.0530872346153|-22.631395|-37.9525596706362
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.52587891e-04
  3.05175781e-05 -1.83105469e-04]"|16000|у тебя найдется пятнадцатая серия пятого сезона шестая зона|5.56|9|200.60256921764199|-21.116444|-31.961630259239726
"[-6.10351562e-05 -3.05175781e-05  6.10351562e-05 ... -1.92260742e-03
 -1.25122070e-03 -5.18798828e-04]"|16000|кто лидирует в апл по забитым мячам|6.44|7|183.93791052920582|-19.940903|-30.44837370694296
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
 -8.23974609e-04 -8.85009766e-04]"|16000|поставь песню любовь как состояние|4.3185|5|177.15615983818338|-18.203875|-41.274005548815026
"[ 0.          0.          0.         ... -0.00054932 -0.00082397
 -0.00082397]"|16000|девять четыреста пятьдесят четыре двести девяносто два тринадцать семьдесят три|9.28|10|187.80956499097118|-14.56366|-42.13738275897913
"[ 0.          0.          0.         ... -0.00018311  0.00027466
  0.00067139]"|16000|тринадцатый эпизод пятого сезона сериала в филадельфии всегда солнечно|8.48|9|187.65248472882098|-19.740738|-30.25372407568774
[0.         0.         0.         ... 0.00054932 0.00082397 0.0007019 ]|16000|где находится наша столовая|3.76|4|187.51203527904852|-22.846262|-32.331395712063376
"[-4.88281250e-04 -5.79833984e-04 -6.10351562e-04 ...  3.05175781e-05
 -3.05175781e-05  0.00000000e+00]"|16000|ассистент мне в номере нужен косметический набор|4.82|7|184.707848178721|-22.795763|-38.989556005986095
"[-6.10351562e-05 -9.15527344e-05 -3.05175781e-05 ... -4.42504883e-03
 -5.64575195e-03 -4.02832031e-03]"|16000|матч лестера с челси|1.32|4|199.3974414233246|-12.448858|-33.39656798245478
"[-0.00054932 -0.00088501 -0.00140381 ... -0.00210571 -0.00280762
 -0.00234985]"|16000|найди фильм железный человек|3.72|4|197.15982041573548|-19.641403|-34.86723182664754
"[ 0.          0.          0.         ... -0.00286865 -0.006073
 -0.00686646]"|16000|салют зачем птицы поют|3.92|4|192.8910720926523|-11.872739|-39.93182522592803
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  4.57763672e-04
  5.49316406e-04  7.01904297e-04]"|16000|дважды два на смотрешке|1.43|4|187.1318454480799|-15.841318|-53.7356539928514
[0.         0.         0.         ... 0.         0.00054932 0.00076294]|16000|марсель прохоров|2.1590625|2|204.32046870759694|-19.704506|-55.84018316725528
"[ 0.00653076  0.00585938  0.00610352 ... -0.00292969 -0.00335693
 -0.00305176]"|16000|салют какую валюту брать с собой в молдавию|4.92|8|155.04219029382352|-19.020222|-67.76322483989748
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-04
 -3.05175781e-05  1.52587891e-04]"|16000|шепоты и крики включай|3.56|4|192.5988301257735|-20.17236|-31.918669780810937
[0.         0.         0.         ... 0.00021362 0.00021362 0.00012207]|16000|закажи мне корм для попугая марки рио|4.38|7|187.16300787588926|-15.162062|-34.7941682684746
"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -4.57763672e-04
 -6.10351562e-05  9.46044922e-04]"|16000|смотреть русский телесериал след|5.18|4|188.190032047875|-21.617977|-33.5960411251884
[0.         0.         0.         ... 0.00073242 0.00079346 0.00085449]|16000|сбер благодаря чему|2.5|3|206.729984338145|-16.402866|-53.53070456234881
"[ 0.00360107  0.00396729  0.00384521 ... -0.00048828 -0.00082397
 -0.0007019 ]"|16000|хотим запись футбольного матча между юнайтед и астон виллой|4.18|9|188.2146160905591|-10.351285|-64.35873933737349
[0.         0.         0.         ... 0.00201416 0.00158691 0.00106812]|16000|риоача|1.8|1|224.34292342112383|-23.651491|-37.28332095156272
"[ 0.00021362  0.00015259  0.00012207 ... -0.00057983 -0.00061035
 -0.00064087]"|16000|воспоминания неудачника поставь|2.623625|3|190.99223134001818|-17.631168|-48.579482308071206
[0.         0.         0.         ... 0.00115967 0.00125122 0.00106812]|16000|закажи мне пиццу|4.84|3|184.35517927091908|-20.441044|-37.30649838033396
"[-9.15527344e-05 -1.22070312e-04  2.13623047e-04 ...  1.25122070e-03
  1.40380859e-03  1.58691406e-03]"|16000|на ютьюбе челлендж ракамакафо|3.586|4|214.8224979093029|-15.290142|-59.582318422747974
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
  2.44140625e-04  1.52587891e-04]"|16000|анастасию петровну трофимову|3.88|3|202.32904110265383|-23.89196|-32.38430688312643
"[ 0.          0.          0.         ... -0.00030518  0.00012207
  0.00048828]"|16000|можешь показать розовые сопли|3.46|4|190.5935699415453|-21.756441|-39.94335845976231
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
 -6.40869141e-04 -5.79833984e-04]"|16000|давай поиграем в игру две тысячи сорок восемь|3.64|8|186.6514461690837|-18.571905|-34.88354051879949
"[ 0.          0.          0.         ... -0.00296021 -0.00335693
 -0.00357056]"|16000|салют какой город нарисован на червонце|4.2953125|6|210.64495262417205|-12.526209|-47.91528508925703
"[ 0.          0.          0.         ... -0.00088501 -0.00030518
 -0.00039673]"|16000|запусти киношку зов крови|2.693125|4|202.37622518126398|-12.760307|-44.82739659458944
[0.         0.         0.         ... 0.         0.00100708 0.00115967]|16000|сбер итак голосовой помощник помоги мне пожалуйста найти фильм жанр драмы мелодрамы год выпуска две тысячи восемнадцатый год|12.0|18|220.4774703638227|-14.160355|-38.992640365545014
"[-3.05175781e-05 -6.10351562e-05 -4.88281250e-04 ...  1.22070312e-04
  1.22070312e-04  1.52587891e-04]"|16000|можешь включить ты номер на тв|3.28|6|181.7419963799212|-22.041897|-32.39889259683828
"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -4.57763672e-04
 -1.83105469e-03 -2.65502930e-03]"|16000|включи исполнителя кранмер|5.46|3|194.34500081414947|-21.990307|-32.97719094159392
"[ 0.          0.          0.         ... -0.00152588 -0.00213623
 -0.0020752 ]"|16000|сто девяносто три четыре двенадцать девяносто ноль семнадцать восемьсот|10.4|9|194.24986007655218|-19.948568|-41.14581473305008
[0.00012207 0.00021362 0.00015259 ... 0.         0.         0.        ]|16000|хабар на смотрешке|1.7101875|3|177.74597565644953|-15.816337|-44.029267025243605
"[ 0.          0.          0.         ... -0.00033569 -0.00048828
 -0.00039673]"|16000|десятая серия второго сезона доктор хаус|3.74|6|193.91073698192116|-17.347343|-32.239873610503125
"[-0.00082397 -0.00119019 -0.00097656 ...  0.00082397  0.0007019
  0.00076294]"|16000|включи мне на смотрешке передачу кухня тв|2.5766875|7|193.65552146040466|-10.7321615|-45.50496306518185
[0.         0.         0.         ... 0.00564575 0.00946045 0.00491333]|16000|бабушка детектив|2.84|2|179.77894317552222|-22.816652|-39.80883919815797
"[ 0.00000000e+00 -3.05175781e-05  0.00000000e+00 ...  2.31933594e-03
  7.62939453e-04  4.57763672e-04]"|16000|сбер какое участие принимает метан в жизнедеятельности организма человека|6.32|9|205.95374099277|-20.307558|-32.91295932791797
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.22070312e-04
  6.10351562e-05  1.22070312e-04]"|16000|могу ли я выносить вещи из отеля на балкон|5.48|9|198.5416536539429|-12.429365|-44.49095009335129
[0.         0.         0.         ... 0.00033569 0.00033569 0.00067139]|16000|в какое время началось образование колхозов|3.8076875|6|221.65927471147307|-12.958172|-52.95575489051082
"[ 0.          0.          0.         ... -0.00045776 -0.00033569
 -0.00033569]"|16000|картина на окко|2.3|3|195.0432682168013|-18.942783|-33.66006442227329
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
 -9.15527344e-05 -6.10351562e-05]"|16000|включи на смотрешке передачу кухня тв|3.225|6|218.67950633571044|-14.681482|-54.76076953770088
[0.         0.         0.         ... 0.00860596 0.00881958 0.00805664]|16000|купи роллы филадельфия штучек восемь|3.0414375|5|201.65602312132754|-20.968008|-46.18547097205151
"[-0.00131226 -0.00039673  0.00085449 ...  0.00039673  0.00036621
  0.00021362]"|16000|ходячие мертвецы эпизод двадцать семь|5.22|5|187.7989053181853|-20.244389|-44.265969262107184
"[9.15527344e-05 1.52587891e-04 0.00000000e+00 ... 2.96020508e-03
 2.65502930e-03 2.38037109e-03]"|16000|найди сериал ходячие мертвецы|3.087875|4|197.89491361740696|-24.515207|-34.59926634434817
"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ...  6.10351562e-05
  6.10351562e-05  6.10351562e-05]"|16000|можешь показать на смотрешке передачу кхл тв|3.6241875|7|182.72518559854183|-12.452106|-45.57169018832078
"[ 0.00000000e+00  0.00000000e+00  3.05175781e-05 ... -2.71606445e-03
 -3.60107422e-03 -3.38745117e-03]"|16000|так мне нужны огурцы помидоры болгарский красный перец десяток яиц и молоко обезжиренное литр|15.0229375|14|194.61912079197214|-16.574902|-50.06649981238023
"[ 0.          0.          0.         ... -0.0017395  -0.00247192
 -0.00268555]"|16000|сто тридцать тысяч австралийских долларов сколько будет стоить|8.7303125|8|179.55985362043253|-21.735294|-39.98943570061442
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  3.66210938e-04
  5.18798828e-04  4.57763672e-04]"|16000|закажи мне мороженое филевское пломбир с вишней и кусочками миндаля и с корицей ведро пятьсот пятьдесят грамм|9.36|17|201.6314297582982|-15.803464|-34.69255449086867
"[ 0.          0.          0.         ... -0.00024414  0.00082397
  0.00140381]"|16000|включи мне беларусь двадцать четыре на тв|4.54|7|185.80676382961332|-15.06848|-46.31079848288648
"[-6.10351562e-05 -6.10351562e-05 -6.10351562e-05 ... -2.92968750e-03
 -9.97924805e-03 -1.16271973e-02]"|16000|салют проложи маршрут до банкомата сбербанка|3.830875|6|190.91111424257798|-8.493779|-37.42347750245945
[0.         0.         0.         ... 0.02334595 0.02163696 0.01876831]|16000|салют к какому виду спорта относится интеллиада|4.899|7|209.30410529749588|-8.953096|-57.73525259191988
"[ 0.00274658  0.00466919  0.00762939 ... -0.00744629 -0.01660156
 -0.02392578]"|16000|вайн рашен мьюзик микс в ютьюбе|3.344|6|186.02322903515903|-13.208316|-56.68938559160752
"[ 0.          0.          0.         ... -0.00039673 -0.00018311
 -0.00027466]"|16000|показывай сериал стрела|3.18|3|210.76155926279688|-21.557411|-37.879933130151805
"[-0.00030518 -0.00042725 -0.00048828 ...  0.00039673  0.00042725
  0.00027466]"|16000|серия тридцать один сезон три под куполом|4.44|7|189.48827035452072|-14.223422|-36.25650023180814
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
  0.00000000e+00  0.00000000e+00]"|16000|синергия на смотрешке|1.3925|3|215.55482644447574|-12.319447|-43.8353161055454
"[ 6.10351562e-05  0.00000000e+00  6.10351562e-05 ... -2.53295898e-03
 -1.98364258e-03 -1.43432617e-03]"|16000|у тебя найдется японская мультипликация|5.39|5|182.4440373064894|-13.690735|-57.4801598718785
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -2.44140625e-04
 -9.15527344e-05 -6.10351562e-05]"|16000|ты можешь включить часть восемнадцать второго сезона параллельные миры|5.3|9|197.6181439397787|-19.5815|-36.50351203710826
[0.00079346 0.00097656 0.00088501 ... 0.00061035 0.00057983 0.00061035]|16000|покажи мне на смотрешке канал кино тв|2.6695625|7|186.9319680528174|-10.126196|-47.085423247725444
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 9.15527344e-05 6.10351562e-05]"|16000|пятый канал на смотрешке|1.99|4|207.0499434202508|-12.398113|-55.093893801266475
"[ 0.          0.          0.         ... -0.00024414 -0.00015259
 -0.00027466]"|16000|хусниддина романовича|2.7|2|207.213919870216|-19.600897|-40.36484572784513
[0.         0.         0.         ... 0.00180054 0.00280762 0.00616455]|16000|подключи стс кидс айч ди на тв|4.0863125|7|201.5612180632194|-15.845966|-40.60788164324396
"[ 0.00061035  0.00061035  0.00039673 ...  0.19668579 -0.04284668
 -0.1192627 ]"|16000|найди комедию|1.804|2|182.12622128922987|-13.029175|-63.35132297896502
[0.         0.         0.         ... 0.00100708 0.00125122 0.00106812]|16000|серегу вяткина|3.26|2|199.22476797956733|-17.45032|-42.09302657236275
"[ 0.00021362  0.00027466  0.00024414 ... -0.00238037 -0.00274658
 -0.00216675]"|16000|запусти мандерлей четыре ка|2.96|4|185.010435202375|-7.8662777|-46.813511214106796
"[ 0.          0.          0.         ... -0.06994629 -0.0668335
 -0.07104492]"|16000|хочу смотреть сейчас кино на канате|3.55225|6|209.85221301813303|-12.717212|-56.22155763099821
[0.00149536 0.00222778 0.00274658 ... 0.00723267 0.00637817 0.00424194]|16000|найди последний эпизод лиминхоши ли мин хо|3.916|7|204.34021342150177|-13.4666195|-58.36091781311141
[0.         0.         0.         ... 0.00100708 0.00167847 0.00134277]|16000|включай телеканал синема на телевизоре|4.76|5|184.78859010377496|-19.143538|-31.54981945010368
"[ 0.          0.          0.         ... -0.00048828  0.00015259
  0.00048828]"|16000|верхний тагил|1.26|2|194.35619688485534|-16.797583|-47.20576687498603
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-04
 -1.83105469e-04  3.05175781e-05]"|16000|можешь включить детки из класса четыреста два|5.06|7|200.1707448712532|-20.632471|-31.766186078206896
"[ 3.05175781e-05  6.10351562e-05  1.52587891e-04 ...  3.05175781e-05
 -7.62939453e-04 -1.25122070e-03]"|16000|курс американского доллара по отношению к китайскому юаню на сегодня|5.62|10|202.1659130552663|-12.055884|-33.053977474918334
[0.         0.         0.         ... 0.01513672 0.01748657 0.01245117]|16000|софья вячеславовна|3.44|2|202.70883735129547|-19.676313|-34.33869918786705
"[6.10351562e-05 0.00000000e+00 0.00000000e+00 ... 2.74658203e-04
 6.40869141e-04 6.40869141e-04]"|16000|прямой эфир ливерпуля с манчестер сити|4.44|6|196.5302154391853|-15.735473|-36.17414912910766
[0.         0.         0.         ... 0.0007019  0.00061035 0.00073242]|16000|поставь на телевизоре канал никелодеон|6.06|5|182.6203714596786|-16.609362|-40.14053294502191
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 1.52587891e-04 3.66210938e-04]"|16000|еленой тимофеевной|1.74|2|216.4963279815869|-14.523504|-35.388032605135756
"[ 8.75854492e-03  5.98144531e-03 -1.40380859e-03 ... -1.25122070e-03
 -8.54492188e-04 -3.05175781e-05]"|16000|хочу увидеть милый кинематографический фильм в стилистике драмы|5.8239375|8|209.14680962046748|-17.533386|-50.49799428628823
"[ 0.00039673  0.00024414 -0.00012207 ...  0.00027466  0.00320435
  0.00802612]"|16000|фильм другие сорок восемь часов можешь включить|3.56|7|180.9170465459643|-10.949925|-38.211357023013186
[0.         0.         0.         ... 0.00045776 0.00036621 0.00024414]|16000|покажи мне режим работы кафе|3.36|5|196.5938320132113|-18.829977|-32.85572013787959
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.15527344e-05
  0.00000000e+00 -1.83105469e-04]"|16000|салют что там внутри|3.989|4|202.29545327845665|-22.216805|-30.77940620917811
"[ 0.          0.          0.         ... -0.00100708  0.00030518
  0.00067139]"|16000|фильм главная героиня хелена бонем картер|6.7101875|6|200.62111291637157|-17.773117|-51.6030286730417
[0.00073242 0.00076294 0.00085449 ... 0.00585938 0.00830078 0.00683594]|16000|найди киноработу жанра мелодрама|2.882|4|215.75249046305217|-10.243574|-63.922095472527694
[0.         0.         0.         ... 0.00030518 0.00027466 0.00036621]|16000|цзысин|3.38|1|211.97459434481422|-22.314793|-31.366219010566223
"[ 0.          0.          0.         ... -0.04901123 -0.04376221
 -0.04101562]"|16000|посмотреть все части фильма астрал|4.6668125|5|162.77141363712707|-8.723127|-59.19771914670875
[0.         0.         0.         ... 0.00384521 0.00320435 0.003479  ]|16000|маша и медведь|3.5290625|3|168.16525975527952|-20.897543|-45.00641231377509
"[ 0.          0.          0.         ... -0.00283813 -0.00296021
 -0.00326538]"|16000|есть ли у тебя сериал тринадцать причин почему сезон двенадцать|4.4578125|10|199.97505827428898|-12.10883|-44.71981141769421
"[ 0.00036621  0.00061035  0.00076294 ... -0.00802612 -0.00814819
 -0.00567627]"|16000|давай найдем ливерпуль ньюкасл юнайтед|3.586|5|191.76215749755093|-12.561095|-64.52474974420089
"[-2.44140625e-04 -3.35693359e-04  9.15527344e-05 ... -2.99072266e-03
 -3.41796875e-03 -1.95312500e-03]"|16000|запись апл тоттенхэм брайтон|2.86|4|209.00500517324025|-16.341242|-42.05860280403177
"[ 0.          0.          0.         ... -0.00576782 -0.00518799
 -0.00393677]"|16000|покажи застрял между станциями аш ди|2.9485625|6|201.03526067693844|-11.524261|-46.60563573315805
"[ 0.00036621  0.00048828  0.00021362 ... -0.00061035 -0.00131226
 -0.00125122]"|16000|есть ли у тебя сериал доктор хаус|2.6234375|7|188.51337185825616|-18.506657|-41.42106635931778
"[ 0.          0.          0.         ... -0.00054932 -0.00015259
  0.00033569]"|16000|фильмы с арнольдом шварценеггером|3.92375|4|173.5067883462943|-22.806124|-40.59140646075084
[0.         0.         0.         ... 0.00463867 0.00540161 0.00375366]|16000|у тебя в списке есть кевин харт что теперь|3.92375|9|174.51027076602787|-14.975628|-37.12008643748301
"[ 0.          0.          0.         ... -0.0022583  -0.00247192
 -0.00204468]"|16000|маслове|1.86|1|219.37707437648632|-13.228486|-45.14347782461653
"[ 1.22070312e-04  9.15527344e-05  0.00000000e+00 ... -3.41796875e-03
 -3.20434570e-03 -2.34985352e-03]"|16000|лангольеры тридцатая серия|3.668375|3|177.29843867381558|-11.128411|-56.143785472942234
"[-0.00076294 -0.00091553 -0.00112915 ...  0.00057983  0.00067139
  0.0005188 ]"|16000|афина оплатить сотовую связь билайн по номеру телефона|5.74|8|184.74620181611238|-15.702043|-44.31397596994606
"[ 0.00354004  0.00326538  0.00338745 ... -0.00024414 -0.00036621
 -0.00149536]"|16000|последний выпуск лорд вево|2.948|4|197.29557470228667|-17.071869|-56.96888969114914
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.13623047e-04
 6.10351562e-05 9.15527344e-05]"|16000|сериалы итана коэна|2.54|3|216.44461703110625|-18.896774|-36.423698793839016
